MSSubClass,LotFrontage,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscVal,MoSold,YrSold,TotalSF,TotalBath,TotalPorchSF,HouseAge,RemodAge,IsRemodeled,HasBsmt,HasGarage,HasPool,HasFireplace,TotalQual,AreaPerRoom,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,Street_Pave,Alley_None,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,LandSlope_Mod,LandSlope_Sev,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,RoofMatl_CompShg,RoofMatl_Membran,RoofMatl_Metal,RoofMatl_Roll,RoofMatl_Tar&Grv,RoofMatl_WdShake,RoofMatl_WdShngl,MasVnrType_BrkFace,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,Heating_GasA,Heating_GasW,Heating_Grav,Heating_OthW,Heating_Wall,CentralAir_Y,Electrical_FuseF,Electrical_FuseP,Electrical_Mix,Electrical_SBrkr,Functional_Maj2,Functional_Min1,Functional_Min2,Functional_Mod,Functional_Sev,Functional_Typ,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,MiscFeature_None,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial
-0.6,0.05263157894736842,-0.2664278656126482,NAmes,-0.5,1.0,-0.34782608695652173,-1.0,MetalSd,MetalSd,0.0,0.0,1.0,-1.0,0.0,0.0,-0.2,0.756054756054756,0.0,0.0,-0.14615384615384616,0.6417910447761194,-1.0,0.44575355915562104,0.0,0.0,-0.23174971031286212,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,-1.0,-0.5,-0.5897435897435898,-1.0,-0.7701863354037267,0.0,0.0,1.4880952380952381,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14982403217697335,0.0,-0.35294117647058826,0.34782608695652173,1.0,0.0,0.0,0.0,0.0,-1.0,-0.4,0.6356472795497184,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.2,-0.5263157894736842,-0.4055088932806324,Gilbert,0.0,2.0,0.43478260869565216,0.0,VinylSd,VinylSd,0.0,1.0,0.0,0.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,0.5495726495726496,-0.38308457711442784,-0.5,-0.5655375552282769,1.0604395604395604,0.0,0.1653147933565083,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.25,0.3333333333333333,0.0,-0.4140786749482402,0.0,0.0,0.0,0.22058823529411764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,0.5,-0.10960281548516843,1.0,-0.058823529411764705,-0.43478260869565216,0.0,1.0,0.0,0.0,0.0,0.0,0.2,-0.036272670419012075,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.4,-0.10526315789473684,-0.17329545454545456,Edwards,-0.5,2.0,-1.3695652173913044,-1.1891891891891893,MetalSd,Wd Sdng,0.0,0.0,0.0,-2.0,0.0,0.0,-0.6,-0.5384345384345385,0.0,0.0,0.5444444444444444,-0.3890547263681592,-0.5,-0.5714285714285714,0.0,0.0,-1.0320587099266125,0.0,0.0,-1.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,-0.5,0.0,-2.0,-1.9875776397515528,-3.0,-3.0,1.9523809523809523,-0.36764705882352944,164.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.3333333333333333,0.0,-0.8919054801407743,-2.0,0.8529411764705882,1.3695652173913044,1.1891891891891893,1.0,0.0,-1.0,0.0,-1.0,-1.0,-0.4815509693558471,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.0,-0.47368421052631576,-0.5628705533596838,SWISU,-0.5,2.0,-0.782608695652174,-1.1891891891891893,Wd Sdng,Wd Sdng,1.5342465753424657,0.0,0.0,0.0,0.0,0.0,0.2,0.26044226044226043,0.0,0.0,-0.5393162393162393,-0.5184079601990049,0.0,-0.20814923907707414,1.081043956043956,0.0,0.4696794129007339,1.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.25,-1.0512820512820513,-1.0,-0.9937888198757764,0.0,0.0,0.0,-0.36764705882352944,264.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.5,0.020110608345902465,1.0,1.588235294117647,0.782608695652174,1.1891891891891893,1.0,0.0,0.0,0.0,0.0,0.4,0.45653533458411505,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.0,-1.0,-1.106348814229249,SWISU,-0.5,1.0,-1.065217391304348,-1.1891891891891893,BrkFace,Wd Sdng,0.0,0.0,0.0,-1.0,0.0,0.0,-0.4,-0.23236223236223236,0.0,0.0,0.564957264957265,0.06865671641791045,-1.0,-0.11978399607265587,0.9134615384615384,0.0,0.350714561606798,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,-1.435897435897436,-1.0,-0.7122153209109731,0.0,0.0,0.0,-0.36764705882352944,242.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,0.23931623931623933,0.0,1.4264705882352942,1.065217391304348,1.1891891891891893,1.0,0.0,0.0,0.0,0.0,-0.2,0.9689389201584314,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.6,0.05263157894736842,0.07942193675889328,CollgCr,-0.5,2.0,-0.021739130434782608,-0.5945945945945946,VinylSd,VinylSd,0.0,0.0,0.0,-1.0,0.0,0.0,0.2,0.7167427167427167,0.0,0.0,-0.8162393162393162,-0.19402985074626866,-1.0,-0.3789887088856161,0.0,0.0,-0.880648899188876,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-0.5,-1.0,-0.5,-0.1282051282051282,0.0,0.2981366459627329,0.0,0.0,1.5238095238095237,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.3333333333333333,-1.0,-0.6948215183509301,0.0,-0.35294117647058826,0.021739130434782608,0.5945945945945946,0.0,0.0,0.0,0.0,-1.0,-0.4,-0.8352720450281419,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.2,2.789473684210526,0.6009140316205533,Gilbert,0.0,0.0,0.6956521739130435,0.2972972972972973,VinylSd,VinylSd,0.0,1.0,0.0,0.0,0.0,2.0,-0.6,-0.5384345384345385,0.0,0.0,0.352991452991453,-0.6119402985074627,0.0,-0.7913598429062346,1.2032967032967032,0.0,0.14831981460023175,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.6410256410256411,0.0,-0.33126293995859213,0.0,0.0,0.5952380952380952,0.19117647058823528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.5,-0.23629964806435394,1.0,-0.07352941176470588,-0.6956521739130435,-0.2972972972972973,0.0,0.0,0.0,0.0,0.0,0.6,0.5866166353971228,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.0,-1.5263157894736843,-0.998641304347826,IDOTRR,-1.0,3.0,-1.108695652173913,0.35135135135135137,VinylSd,VinylSd,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.4935064935064935,0.0,0.0,-0.711965811965812,-0.3890547263681592,-0.5,-0.5714285714285714,0.49175824175824173,0.0,-0.47894940131324837,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.5,-1.0,-0.5,-1.4871794871794872,-1.0,-0.9937888198757764,0.0,0.0,0.0,1.0441176470588236,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.3333333333333333,1.0,-0.5319255907491202,0.0,0.35294117647058826,1.108695652173913,-0.35135135135135137,1.0,0.0,0.0,0.0,-1.0,0.0,-1.0794246404002494,False,False,False,True,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.6,0.47368421052631576,0.6451333992094862,NWAmes,0.0,1.0,0.17391304347826086,-0.35135135135135137,MetalSd,MetalSd,1.278538812785388,0.0,1.0,0.0,0.0,0.0,0.4,0.28711828711828713,1.0,228.0,0.21965811965811965,0.8567164179104477,-1.0,0.6578301423662248,0.0,0.0,-0.06488991888760139,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.25,0.02564102564102564,0.0,0.39751552795031053,0.0,0.0,1.6428571428571428,-0.36764705882352944,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.36701860231271993,0.0,-0.35294117647058826,-0.17391304347826086,0.35135135135135137,0.0,0.0,0.0,0.0,0.0,0.0,-0.40900562851782346,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.6,0.3684210526315789,-0.07917490118577075,Somerst,1.0,0.0,0.7391304347826086,0.35135135135135137,CemntBd,CmentBd,0.852359208523592,1.0,0.0,0.0,0.0,2.0,-0.6,-0.5384345384345385,0.0,0.0,1.741025641025641,1.0039800995024875,0.0,0.8031418753068238,0.0,0.0,0.04943993820007725,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,-1.0,-0.5,0.6923076923076923,0.0,-0.024844720496894408,0.0,0.0,1.0,1.5441176470588236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5158371040723982,0.0,0.6029411764705882,-0.7391304347826086,-0.35135135135135137,0.0,0.0,0.0,0.0,-1.0,0.6,-0.2238899312070041,False,False,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
